,text,label
893,i also picked up sticks to get enough sun hour to go into the basement and not feel deprived of light,0
894,i have hoped and prayed that those feelings would change or at least dull out,0
895,im feeling very far from cute right about now,1
896,i feel your longing to express,2
897,im angry that we were born so far apart because i feel like i miss out on so much but a lot of the times im thankful because we have such a great relationship and i get to appreciate it so much more,1
898,i havent been feeling too creative,1
899,i feel and i hope you enjoy them and follow along through my troubled life,0
900,i have always been here when you needed me to be i always did my absolute best to make you feel vital to my life i always tried to support what you did with your life most of all i always tried to be your best friend,1
901,i feel bad about my neck,0
902,i feel i know a lot more now about writing in verse and i have hopes this verse memoir will be a useful reference for people diagnosed with ms and their families and friends,1
903,i had forgotten that i was due to have an operation last week and so that was my second week lost due to my lying on the couch feeling a bit tender,2
904,i came out feeling amazing,1
905,i do not feel cute and sexy in dresses,1
906,i feel like im coming out as a hippie while also coming out as skeptical of that same movement,4
907,i can have ski fellowship any non skiers will feel and be left out unless they have a keen interest in skiing,1
908,im in florida im armed and i have the confidence that comes with carrying a gun knowing that i can pull it out if i ever feel threatened,4
909,i feel theyve had to put up with a lot from me and yet theyve been beyond supportive of everything ive wanted to do,2
910,im feeling all sentimental and other kinds of crap along with bored,0
911,im left feeling heartbroken,0
912,i finally feel like im doing something worthwhile here,1
913,i still feel unsure about it i think its a bit soon but then again ill keep my fingers crossed for that one,4
914,i know it s gross to think that you are putting snail mucus on your face but it s a small price for beauty plus the texture of the product is just like any other face cream so it won t feel weird,5
915,i feel comfortable in front of the house but i would not have been able to do it without my years in the kitchen,1
916,i am feeling a bit agitated but that could be because my daughter is throwing a big fit about cleaning her room,4
917,i bet he feels stupid now,0
